Job Title,Company Name,Location,Skills,Links,Posted At
Senior frontend web developer ( ReactJS-React Native),SSC Egypt -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Computer Science · Software Development · Git · JavaScript · Native · React · React Native · SSR · Web Development,/jobs/p/3fF44FlnhFI9-Senior-frontend-web-developer-ReactJS-React-Native-SSC-Egypt-Cairo-Egypt?o=61&l=sp&t=sj&a=front-end|search-v3|hpb,6 days ago
Java Back-End Developer,Mobilar -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Testing · Arabic · English · Computer Science · Information Technology (IT) · IT · Quality Control · APIs,/jobs/p/JEXscT1n7Bq3-Java-Back-End-Developer-Mobilar-Cairo-Egypt?o=62&l=sp&t=sj&a=front-end|search-v3|hpb,6 days ago
Senior Frontend Developer,Bypa-ss -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Automation · AWS · Software Development · Kubernetes · Information Technology (IT) · DevOps · Software,/jobs/p/NGnHPrV7fT4W-Senior-Frontend-Developer-Bypa-ss-Cairo-Egypt?o=63&l=sp&t=sj&a=front-end|search-v3|hpb,1 day ago
Front Desk Officer,Dawi Clinics -,"Beni Suef, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Administration · Communication · Communication skills · Office management · Front desk · Sales · office,/jobs/p/UhYb0O9KLQlZ-Front-Desk-Officer-Dawi-Clinics-Beni-Suef-Egypt?o=64&l=sp&t=sj&a=front-end|search-v3|hpb,4 days ago
Python Developer,Synergy Markets -,"New Cairo, Cairo, Egypt ",Freelance / ProjectManager · 4 - 7 Yrs of Exp · IT/Software Development · back-end · front-end · Python,/jobs/p/Coiipd7kP6Za-Python-Developer-Synergy-Markets-Cairo-Egypt?o=65&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
React JS Developer,Teqneia -,"Sheikh Zayed, Giza, Egypt ",Full TimeFreelance / ProjectEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Startup · React.JS · Software Development · JavaScript · RESTful APIs · React · Redux · Computer Science · Information Technology (IT),/jobs/p/PXLBqtLAyoT0-React-JS-Developer-Teqneia-Giza-Egypt?o=66&l=sp&t=sj&a=front-end|search-v3|hpb,13 days ago
Senior Back End Engineer [ Node ] High Growth Startup - Remote,Deal -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · REST API · NodeJS · Back End · Node.js · Software Development · Back-End,/jobs/p/dmg2CXqiXr0F-Senior-Back-End-Engineer-Node-High-Growth-Startup---Remote-Deal-Cairo-Egypt?o=67&l=sp&t=sj&a=front-end|search-v3|hpb,9 days ago
Senior Angular Frontend Developer,42 Group -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AngularJS · JavaScript · Computer Engineering · Software Development · Computer Science · Engineering · HTML · Information Technology (IT),/jobs/p/vMVA39zKEsyB-Senior-Angular-Frontend-Developer-42-Group-Cairo-Egypt?o=68&l=sp&t=sj&a=front-end|search-v3|hpb,13 days ago
Front End Vue.JS Developer,Confidential -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · front-end · HTML · CSS · Vue.js · Vue · JavaScript · Js,/jobs/p/D8T3ILw6eVWe-Front-End-VueJS-Developer-Cairo-Egypt?o=69&l=sp&t=sj&a=front-end|search-v3|hpb,28 days ago
Front End Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · Front end · front-end · HTML5 · CSS · JavaScript · Software Development,/jobs/p/hbnktJnZ9CnV-Front-End-Developer-Perfect-Presentation-Giza-Egypt?o=70&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior C++ on Linux Developer,RDI -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Software Development · Linux · oop · Front-End · Computer Engineering · Analysis · Linux OS,/jobs/p/uKN8cqeBRV45-Senior-C-on-Linux-Developer-RDI-Giza-Egypt?o=71&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
React JS Developer - Fresh (Remote),Alexandria For Programming -,"Bolkly, Alexandria, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · back-end · Computer Science · Information Technology (IT) · front-end · JavaScript · ReactJS · Software,/jobs/p/6a6yuJXewVdy-React-JS-Developer---Fresh-Remote-Alexandria-For-Programming-Alexandria-Egypt?o=72&l=sp&t=sj&a=front-end|search-v3|hpb,18 days ago
Frontend Developer - ReactJS / VueJS (FinTech),Bright Creations -,"Smart Village, Giza, Egypt ",Full TimeFreelance / ProjectWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Sass · JavaScript · CSS · UI · Frontend · HTML5 · Software Development · Vue.js,/jobs/p/QFF7sBYZZgd0-Frontend-Developer---ReactJS-VueJS-FinTech-Bright-Creations-Giza-Egypt?o=73&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior UX/UI Designer,Dimofinf Operations Center -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · front-end · HTML5 · Information Technology (IT) · JavaScript · photoshop,/jobs/p/45KkOSl53ldu-Senior-UXUI-Designer-Dimofinf-Operations-Center-Cairo-Egypt?o=74&l=sp&t=sj&a=front-end|search-v3|hpb,14 days ago
Senior Full Stack Developer 22005,Ditech Egypt -,"Cairo, Egypt ",Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · ASP.NET · SQL · .NET · MVC · Angular · Computer Science · Information Technology (IT),/jobs/p/aVCgoVptQqjs-Senior-Full-Stack-Developer-22005-Ditech-Egypt-Cairo-Egypt?o=75&l=sp&t=sj&a=front-end|search-v3|hpb,19 days ago
Senior Front End Developer (React Js),Arabian Systems -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · CSS · React js · Sass · Next Js · OOP · JavaScript · front-end,/jobs/p/fRZ65esp70MH-Senior-Front-End-Developer-React-Js-Arabian-Systems-Cairo-Egypt?o=76&l=sp&t=sj&a=front-end|search-v3|hpb,7 days ago
Senior Full Stack Developer,DBS -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Development · Software Development · Computer Science · front-end · HTML5 · JavaScript · ASP.Net,/jobs/p/AJSx4kamEeEL-Senior-Full-Stack-Developer-DBS-Cairo-Egypt?o=77&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Front End Developer,Confidential -,"Riyadh, Saudi Arabia ",Full TimePart TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Vue.js · nuxt js · nuxtjs · APIs · front-end · CSS · HTML · Bootstrap,/jobs/p/VhriAXOVUtwL-Front-End-Developer-Riyadh-Saudi-Arabia?o=78&l=sp&t=sj&a=front-end|search-v3|hpb,16 days ago
Senior PHP Developer (Laravel),Our Education -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript,/jobs/p/YmU2WRtbLdTc-Senior-PHP-Developer-Laravel-Our-Education-Cairo-Egypt?o=79&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Mid-level Front End Developer (Vue.js),Linakis Digital -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · Front end developer · Front end · Information Technology (IT) · JavaScript · Js · senior,/jobs/p/4H6dAonWoyQF-Mid-level-Front-End-Developer-Vuejs-Linakis-Digital-Cairo-Egypt?o=80&l=sp&t=sj&a=front-end|search-v3|hpb,22 days ago
Senior Front End Developer - (ReactJS),Atomica -,"Giza, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Front-End Development · React · React.js · React js · HTML · CSS · Software Development · Software Engineering,/jobs/p/RSvl5CjOjC48-Senior-Front-End-Developer---ReactJS-Atomica-Giza-Egypt?o=81&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior Front End Developer (Remotely),SURE International Technology -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Software Development · Computer Science · frontend · front end · APIs · CSS · Git,/jobs/p/A2Kee66lWM7i-Senior-Front-End-Developer-Remotely-SURE-International-Technology-Cairo-Egypt?o=82&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Wordpress Developer,Al-Assly for Electronics and Home Appliances  -,"Mansoura, Dakahlia, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · front-end · Technical Support · WordPress Development · WordPress · Plugins,/jobs/p/kAYJIb2oxhE8-Wordpress-Developer-Al-Assly-for-Electronics-and-Home-Appliances-Dakahlia-Egypt?o=83&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
UI / Front-End Developer,@DESIGNS Agency -,"Dokki, Giza, Egypt ",Full TimePart TimeFreelance / ProjectEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · CSS · javaScript · DreamWeaver · Web Design · Adobe Photoshop · UI · Adobe Dreamweaver,/jobs/p/K0h9FwNCudbu-UI-Front-End-Developer-DESIGNS-Agency-Giza-Egypt?o=84&l=sp&t=sj&a=front-end|search-v3|hpb,22 days ago
Senior Back-end Developer,Ayamedica -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Development · GraphQL · MongoDB · Software Development,/jobs/p/GtRh4TTlRCp5-Senior-Back-end-Developer-Ayamedica-Cairo-Egypt?o=85&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Frontend Development Lead,Nugttah -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MEAN Stack · Computer Science · Development · Debugging · Information Technology (IT) · Software Development · Js · Software Engineering,/jobs/p/eVnKFeGMmxdF-Frontend-Development-Lead-Nugttah-Cairo-Egypt?o=86&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior Front End Developer,Smart Technologies -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · CSS3 · HTML5 · Vue · Software Development · SEO · RESTful,/jobs/p/ldONmtBycSzB-Senior-Front-End-Developer-Smart-Technologies-Cairo-Egypt?o=87&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Python Developer,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Django · Flask · UI/UX · RESTful APIs · Unit Testing · Solid Edge · Front-End Development · Back-End Development,/jobs/p/tiTmZoA7L8RW-Python-Developer-Cairo-Egypt?o=88&l=sp&t=sj&a=front-end|search-v3|hpb,27 days ago
software developer,National Data Management -,"Hadayek Alahram, Giza, Egypt ",InternshipEntry Level · IT/Software Development · Engineering - Telecom/Technology · Computer Science · computer · Software Development · Information Technology (IT) · Agile · Front-End Development · HTML · REST,/internship/VKNatLZho6Ep-software-developer-National-Data-Management-Giza-Egypt?o=89&l=sp&t=sj&a=front-end|search-v3|hpb,23 days ago
PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Web Development · PHP · HTML,/jobs/p/7R917nYdmV0C-PHP-Developer-The-Translation-Gate-Cairo-Egypt?o=90&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Internship Full Stack Web Developer (NODE.JS & React) - Alexandria),Procrew -,"San Stefano, Alexandria, Egypt ",InternshipEntry Level · IT/Software Development · Engineering - Telecom/Technology · MySQL · Node.js · Programming · Software Development · Angular · React · Computer Science · front-end,/internship/LPjTzut4SWqH-Internship-Full-Stack-Web-Developer-NODEJS-React---Alexandria-Procrew-Alexandria-Egypt?o=91&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Java Developer,Premier Services and Recruitment -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Back End Developer · Front end developer · JavaScript · Java · SQL,/jobs/p/xlpe3zsxLxwZ-Java-Developer-Premier-Services-and-Recruitment-Cairo-Egypt?o=92&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Angular Developer,Ultimate Solutions Egypt -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Software Development · Web Development · Dot Net Web Developer · NET · NET Developer · Java Software Development · UX Design,/jobs/p/SIiBnAk0GFx8-Angular-Developer-Ultimate-Solutions-Egypt-Giza-Egypt?o=93&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Frontend Developer Vue.js,Totira -,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Computer Science · Design · Front end,/jobs/p/tAG3LRvVTkLv-Senior-Frontend-Developer-Vuejs-Totira-Cairo-Egypt?o=94&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
WordPress Developer,Digital Experts  -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Communication Skills · WordPress · PHP · javaScript · HTML5 · jQuery,/jobs/p/eNVZETQfLQ09-WordPress-Developer-Digital-Experts-Cairo-Egypt?o=95&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Back-End Web Developer (PHP),Vijua -,"6th of October, Giza, Egypt ",Full TimeWork From HomeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · OOP · JavaScript · Information Technology (IT) · Git · PHP · Computer Science · AWS · Software Development,/jobs/p/XjOCNFpOpb5j-Senior-Back-End-Web-Developer-PHP-Vijua-Giza-Egypt?o=96&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Full Stack Developer,Confidential -,"Moharam Bek, Alexandria, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · Computer Science · Docker · Laravel Framework · Laravel · Nginx · Elasticsearch · Logstash,/jobs/p/n8FQsL8FwwLF-Full-Stack-Developer-Alexandria-Egypt?o=97&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Full Stack Developer - Laravel/VueJS (FinTech/Community),Bright Creations -,"Smart Village, Giza, Egypt ",Full TimePart TimeFreelance / ProjectExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · APIs · JavaScript · Laravel · PHP · Vue.js · React.js · Front-End Development,/jobs/p/FrwCZqK4gY04-Full-Stack-Developer---LaravelVueJS-FinTechCommunity-Bright-Creations-Giza-Egypt?o=98&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior React JS Developer,Proxym Group -,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · React.js · CSS · HTML · Redux · front-end,/jobs/p/9y4hDdgvzyPf-Senior-React-JS-Developer-Proxym-Group-Cairo-Egypt?o=99&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Back-End PHP Developer,Confidential -,"Mansoura, Dakahlia, Egypt ",Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AJAX · backend · MVC · MySQL · PHP · Express.js · Node.js,/jobs/p/4HEi1mDQRsfS-Back-End-PHP-Developer-Dakahlia-Egypt?o=100&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Software Engineering Director,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeSenior Management · 4+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · PHP · Mongo DB · Mongo · Symfony 2 · Angular · Yii · Laravel,/jobs/p/gDSvDDkvFwHZ-Software-Engineering-Director-Cairo-Egypt?o=101&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Backend NodeJS Developer,Edentech -,"Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node.js · Microservice Architecture · JavaScript · Computer Science · AJAX · Information Technology (IT) · HTML · CSS,/jobs/p/JN7PjmznIA4t-Senior-Backend-NodeJS-Developer-Edentech-Cairo-Egypt?o=102&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Cloud Engineer,34ML -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · MEAN Stack · Mobile Development · Objective-C · Software Design · Web Development · Web Design,/jobs/p/FPhLRJO7l3Vf-Cloud-Engineer-34ML-Cairo-Egypt?o=103&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Web Developer - Remote Job,Confidential -,"Sharjah, United Arab Emirates ",Part TimeWork From HomeExperienced · 2 - 7 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · JavaScript · React.js · WordPress · Creative Design · Web Development · SEO · Software Development,/jobs/p/wBzzh3tVnXdP-Web-Developer---Remote-Job-Sharjah-United-Arab-Emirates?o=104&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Full Stack Developer,Paymint -,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · HTML5 · PHP · Software Development · CSS · JavaScript · DevOps · Information Technology (IT),/jobs/p/PPTyC61x9NPl-Full-Stack-Developer-Paymint-Cairo-Egypt?o=105&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
.NET Full Stack,Confidential -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 1 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · ASP.Net · Computer Science · HTML5 · Git · Information Technology (IT),/jobs/p/BMlHMKVZSEHm-NET-Full-Stack-Giza-Egypt?o=106&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
"Team Leader / Senior Full Stack, PHP, Drupal Developer",Orange Studio -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Full Stack · Web Development · Information Technology (IT) · UI · UX · Drupal · Lamp Stack,/jobs/p/vt1Flf47A05y-Team-Leader-Senior-Full-Stack-PHP-Drupal-Developer-Orange-Studio-Cairo-Egypt?o=107&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
Senior Developer,ADAA Applications -,"New Cairo, Cairo, Egypt ",Full TimeSenior Management · 4 - 8 Yrs of Exp · IT/Software Development · .Net · Software Development · JavaScript · HTML5,/jobs/p/tXf2pukckFEr-Senior-Developer-ADAA-Applications-Cairo-Egypt?o=108&l=sp&t=sj&a=front-end|search-v3|hpb,1 day ago
Senior .NET Full Stack Developer (.NET Core & Angular),Lumin -,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · ASP.NET · ADO.NET · C#.Net · .NET · .NEt Full Stack Developer · Full Stack Developer · java · Python,/jobs/p/DEBua6zk9iOo-Senior-NET-Full-Stack-Developer-NET-Core-Angular-Lumin-Giza-Egypt?o=109&l=sp&t=sj&a=front-end|search-v3|hpb,1 day ago
Senior PHP Developer,Edentech -,"Cairo, Egypt ",Full TimeExperienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP Development · Laravel PHP · Software Development · Angular · CSS · HTML · CSS3 · Git,/jobs/p/Ju6Hfn37qOud-Senior-PHP-Developer-Edentech-Cairo-Egypt?o=110&l=sp&t=sj&a=front-end|search-v3|hpb,7 days ago
Full Stack Developer,Worex -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Engineering · Computer Science · JavaScript · Information Technology (IT) · HTML5 · Software Development,/jobs/p/zGBjxTXyYHUC-Full-Stack-Developer-Worex-Cairo-Egypt?o=111&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
ASP .NET Developer,Restart Technology -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Agile · ASP.Net · Computer Science · CSS3 · Git · HTML5 · Information Technology (IT),/jobs/p/DRrLvLU64qB0-ASP-NET-Developer-Restart-Technology-Cairo-Egypt?o=112&l=sp&t=sj&a=front-end|search-v3|hpb,6 days ago
Java Developer (FinTech),Bright Creations -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · APIs · Computer Science · Engineering · Software Development · Java · MVC · RESTful,/jobs/p/Tiaz4nYviy40-Java-Developer-FinTech-Bright-Creations-Giza-Egypt?o=113&l=sp&t=sj&a=front-end|search-v3|hpb,1 day ago
Next.js Developer,Brandimic -,"Alsadat City, Monufya, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · HTML5 · CSS3 · JavaScript · Typescript · ECMAScript · React.js · JSON · REST · API,/jobs/p/yLHhSL8PKiZy-Nextjs-Developer-Brandimic-Monufya-Egypt?o=114&l=sp&t=sj&a=front-end|search-v3|hpb,12 days ago
Software Engineer,Muqbis -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Computer Science · PHP · Programming · Software Development · Software Engineering,/jobs/p/F2XpFrKs9L70-Software-Engineer-Muqbis-Cairo-Egypt?o=115&l=sp&t=sj&a=front-end|search-v3|hpb,15 days ago
Sales Representative (B2B) FMCG,Premier Services and Recruitment -,"Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Sales/Retail · Customer Service · Sales · Communication,/jobs/p/lG4up2qw7hHg-Sales-Representative-B2B-FMCG-Premier-Services-and-Recruitment-Cairo-Egypt?o=116&l=sp&t=sj&a=front-end|search-v3|hpb,19 days ago
Full Stack (Node/Flutter) Developer,Anyware Software -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node · Flutter · Google Cloud,/jobs/p/Q7xQOjUucf6g-Full-Stack-NodeFlutter-Developer-Anyware-Software-Cairo-Egypt?o=117&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Full Stack (Node/React) Developer,Anyware Software -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Node · React · AWS · Google Cloud,/jobs/p/EEGZ2E9D0Exw-Full-Stack-NodeReact-Developer-Anyware-Software-Cairo-Egypt?o=118&l=sp&t=sj&a=front-end|search-v3|hpb,20 days ago
Senior Full Stack Developer (.NET),DEVOPSolution -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .NET Development · Computer Science · Computer Engineering · Information Technology (IT) · .NET · C# · MVC · ASP.NET,/jobs/p/gVGsI4l2lLub-Senior-Full-Stack-Developer-NET-DEVOPSolution-Cairo-Egypt?o=119&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Application Support (Backend Developer),IDH -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Back-End Development · Information Technology (IT) · Application Support · HTML · CSS · Design · Technical Support · Oracle,/jobs/p/OCdVGtbfRoty-Application-Support-Backend-Developer-IDH-Giza-Egypt?o=120&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Sr. UI Designer,42 Group -,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Agile · Design · UI Design · UI/UX · CSS3 · HTML5 · Information Technology (IT) · UI,/jobs/p/n5syLHDiS2ct-Sr-UI-Designer-42-Group-Cairo-Egypt?o=121&l=sp&t=sj&a=front-end|search-v3|hpb,1 day ago
Technical Lead - Full Stack,ITCan -,"Cairo, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · AWS · Angular · Computer Science · Engineering · HTML · CSS · Information Technology (IT),/jobs/p/CzBiUiChp1fJ-Technical-Lead---Full-Stack-ITCan-Cairo-Egypt?o=122&l=sp&t=sj&a=front-end|search-v3|hpb,1 day ago
System Architect / Software Developer,Smart IT -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · jQuery · Software Development · Software · Information Technology (IT) · Web Development,/jobs/p/O8MlNnNHvfny-System-Architect-Software-Developer-Smart-IT-Cairo-Egypt?o=123&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
Senior React Developer,Evolvice GmbH -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · React · Node.js · Java,/jobs/p/FmUlMpFl7B1C-Senior-React-Developer-Evolvice-GmbH-Cairo-Egypt?o=124&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
Oracle Database Administrator,Easy System -,"New Capital, Cairo, Egypt ",Full TimePart TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle · Database · Linux · developer · Information Technology (IT) · Computer Science · Software Development,/jobs/p/wy0FwhODaPhV-Oracle-Database-Administrator-Easy-System-Cairo-Egypt?o=125&l=sp&t=sj&a=front-end|search-v3|hpb,5 hours ago
Senior Full Stack Developer,Theexpertologists -,"Abu Qir, Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · HTML · JavaScript · MySQL · Python,/jobs/p/UaU6kWlxZzxN-Senior-Full-Stack-Developer-Theexpertologists-Alexandria-Egypt?o=126&l=sp&t=sj&a=front-end|search-v3|hpb,19 days ago
Full Stack Developer,Qmind -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Angular · Git · HTML · JavaScript · MVC · CSS · Computer Science,/jobs/p/Fq4jNImgasxz-Full-Stack-Developer-Qmind-Cairo-Egypt?o=127&l=sp&t=sj&a=front-end|search-v3|hpb,11 days ago
