Job Title,Company Name,Location,Skills,Links,Posted At
Full Stack Developer,Confidential -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · .Net · Angular · Computer Science · CSS · Git · HTML5 · JavaScript · jQuery · MVC,/jobs/p/qyneastVW2FN-Full-Stack-Developer-Giza-Egypt?o=128&l=sp&t=sj&a=front-end|search-v3|hpb,19 days ago
GIS Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · GIS · JavaScript · Software Development · HTML · Python · SQL · CSS,/jobs/p/lgUaD1YZxhmY-GIS-Developer-Perfect-Presentation-Giza-Egypt?o=129&l=sp&t=sj&a=front-end|search-v3|hpb,25 days ago
"Junior Full Stack, PHP, Drupal Developer",Orange Studio -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Full Stack · Web Development · Information Technology (IT) · UI · UX · Drupal · Lamp Stack,/jobs/p/TLbfTxk9e62A-Junior-Full-Stack-PHP-Drupal-Developer-Orange-Studio-Cairo-Egypt?o=130&l=sp&t=sj&a=front-end|search-v3|hpb,24 days ago
WordPress Developer,SEOS7 -,"6th of October, Giza, Egypt ",Full TimeManager · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS3 · Computer Science · WordPress · PHP · JavaScript · HTML5 · Information Technology (IT) · JSON,/jobs/p/9FmrpWSJc80Y-WordPress-Developer-SEOS7-Giza-Egypt?o=131&l=sp&t=sj&a=front-end|search-v3|hpb,13 days ago
Full Stack Team Lead remotely for USA,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 10 - 17 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack Development · Java Development · MongoDB · AWS Cloud · Cybersecurity,/jobs/p/xqQKk8LUHsfd-Full-Stack-Team-Lead-remotely-for-USA-Cairo-Egypt?o=132&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Graphic Design Intern,Confidential -,"Cairo, Egypt ",InternshipStudent · Creative/Design/Art · Graphic Design · Adobe illustrator · Adobe Photoshop · Creative · UX · UI · Layout,/internship/jS9zF9WsDNEC-Graphic-Design-Intern-Confidential-Cairo-Egypt?o=133&l=sp&t=sj&a=front-end|search-v3|hpb,25 days ago
Senior Backend Developer,Orion -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Back-End Development · Software Development · Software Engineering · APIs · AWS · Computer Engineering · Computer Science · Engineering,/jobs/p/FAAZKaThSTQ4-Senior-Backend-Developer-Orion-Cairo-Egypt?o=134&l=sp&t=sj&a=front-end|search-v3|hpb,20 days ago
Senior Development Engineer,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeManager · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Information Technology (IT) · quality · QA · Software Development · Engineering · Software Engineering · Testing,/jobs/p/7SFe2tmMKyyn-Senior-Development-Engineer-Etisalat-Egypt-Cairo-Egypt?o=135&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior Business Intelligence Specialist,Johnson Controls -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · BI · Business Development · Communication · ETL · SAP · SQL · SSIS · Database SQL Server,/jobs/p/Sz009ps8B5th-Senior-Business-Intelligence-Specialist-Johnson-Controls-Cairo-Egypt?o=136&l=sp&t=sj&a=front-end|search-v3|hpb,2 days ago
Senior React JS Developer,Confidential -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · JavaScript · React · HTML · Git · Information Technology (IT) · Engineering · APIs,/jobs/p/wtRNMcwTuTvV-Senior-React-JS-Developer-Cairo-Egypt?o=137&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
Business Application Development Technical Lead (Magento Expert),Seoudi Supermarket -,"6th of October, Giza, Egypt ",Full TimeExperienced · 6 - 8 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Business Development · Application Development · Computer Science · Information Technology (IT) · GraphQL · JavaScript · Software Development,/jobs/p/C80xh097KyRI-Business-Application-Development-Technical-Lead-Magento-Expert-Seoudi-Supermarket-Giza-Egypt?o=138&l=sp&t=sj&a=front-end|search-v3|hpb,7 days ago
Odoo Developer,Homesde -,"Cairo, Egypt ",Full TimePart TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Odoo · Odoo Development · Odoo ERP · HTML · JavaScript · Software Development,/jobs/p/3gK9v23RTwon-Odoo-Developer-Homesde-Cairo-Egypt?o=139&l=sp&t=sj&a=front-end|search-v3|hpb,8 days ago
Laravel Developer,Gebhaly.com -,"Heliopolis, Cairo, Egypt ",Full TimeManager · 3 - 6 Yrs of Exp · IT/Software Development · Laravel · APIs · PHP · REST · Testing · MongoDB · Laravel Framework,/jobs/p/u8tzRR6hs5Ac-Laravel-Developer-Gebhaly-com-Cairo-Egypt?o=140&l=sp&t=sj&a=front-end|search-v3|hpb,3 days ago
Node JS Developer,Affsquare -,"Zagazig, Sharqia, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Programming · Code Versioning · Computer Science · JavaScript · NodeJS · Software Development · developer,/jobs/p/fuj4wbPKENzI-Node-JS-Developer-Affsquare-Sharqia-Egypt?o=141&l=sp&t=sj&a=front-end|search-v3|hpb,20 days ago
Senior Laravel Developer,Houya Arrow -,"Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · MySQL · OOP · PHP · SQL · Software Development · Programming · Software Engineering,/jobs/p/qlU71jN4ySQP-Senior-Laravel-Developer-Houya-Arrow-Cairo-Egypt?o=142&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior PHP Developer (Laravel) (Hybrid),Naqla -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · PHP · Programming · Software Development · Software Engineering · Computer Science · AWS · Information Technology (IT),/jobs/p/Zr04RhrUXeWn-Senior-PHP-Developer-Laravel-Hybrid-Naqla-Cairo-Egypt?o=143&l=sp&t=sj&a=front-end|search-v3|hpb,23 days ago
Junior Odoo Developer,aliaict -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Agile · Information Technology (IT) · HTML · Software Development · Odoo · Programming,/jobs/p/8nLvJcJGYtGl-Junior-Odoo-Developer-aliaict-Cairo-Egypt?o=144&l=sp&t=sj&a=front-end|search-v3|hpb,12 days ago
Senior .NET Developer,Multi Level Group (MLG) -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · APIs · Agile · SQL · SQL Server · Troubleshooting · Web Services · Software Development,/jobs/p/IxlK0tx2GHPU-Senior-NET-Developer-Multi-Level-Group-MLG-Cairo-Egypt?o=145&l=sp&t=sj&a=front-end|search-v3|hpb,22 days ago
Dot Net Developer,Outservingplus -,"Haram, Giza, Egypt ",Full TimeExperienced · 1 - 4 Yrs of Exp · IT/Software Development · ASP · .Net · Computer Science · C# · NET · Software Engineering,/jobs/p/vohc7bFezSdW-Dot-Net-Developer-Outservingplus-Giza-Egypt?o=146&l=sp&t=sj&a=front-end|search-v3|hpb,14 days ago
Senior web developer,Digital Oarks -,"6th of October, Giza, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · developer · web developer · senior,/jobs/p/SBxhtSSzrnzU-Senior-web-developer-Digital-Oarks-Giza-Egypt?o=147&l=sp&t=sj&a=front-end|search-v3|hpb,15 days ago
Backend Developer,Caelum Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Development · Engineering · Information Technology (IT) · Database · MongoDB · MySQL,/jobs/p/dAlrOeA6Qsdk-Backend-Developer-Caelum-Egypt-Giza-Egypt?o=148&l=sp&t=sj&a=front-end|search-v3|hpb,26 days ago
Oracle Netsuite Admin,Sword Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Oracle · NetSuite,/jobs/p/1dEJi4Ls7Pg4-Oracle-Netsuite-Admin-Sword-Egypt-Cairo-Egypt?o=149&l=sp&t=sj&a=front-end|search-v3|hpb,22 days ago
Backend Developer,American Academy -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 1 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · CSS · Engineering · Information Technology (IT) · JavaScript · Web Development,/jobs/p/uJeP6KDiA3on-Backend-Developer-American-Academy-Giza-Egypt?o=150&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Web Designer,wolfers -,"Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Adobe illustrator · Computer Science · Development · Engineering · illustrator · Information Technology (IT) · Design · photoshop,/jobs/p/nxsGI1qEwXSh-Web-Designer-wolfers-Giza-Egypt?o=151&l=sp&t=sj&a=front-end|search-v3|hpb,10 hours ago
System Administrator,The Translation Gate -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · HTML · JavaScript · PHP · Engineering · Design · Database · Computer Science,/jobs/p/Ekz5vLO93kJc-System-Administrator-The-Translation-Gate-Cairo-Egypt?o=152&l=sp&t=sj&a=front-end|search-v3|hpb,12 hours ago
Mid-level Dot Net Software Developer,Kick Start Interactive -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Azure · Git · Software Development · core · SQL · .Net · .Net Framework · .Net Development,/jobs/p/weXmLjSNPRgZ-Mid-level-Dot-Net-Software-Developer-Kick-Start-Interactive-Giza-Egypt?o=153&l=sp&t=sj&a=front-end|search-v3|hpb,1 day ago
React Native Lead,Ejada  -,"Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · AngularJS · Vue.js · HTML5 · CSS · JavaScript · MVC Architecture · REST,/jobs/p/7IXg9sBhBQy0-React-Native-Lead-Ejada-Cairo-Cairo-Egypt?o=154&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior React Native Developer,Ejada  -,"Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · AngularJS · Vue.js · HTML5 · CSS · JavaScript · MVC Architecture · REST,/jobs/p/rhcy3qcQdQmW-Senior-React-Native-Developer-Ejada-Cairo-Cairo-Egypt?o=155&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Full-stack developer For GoalMax,GoalMax -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Angular · APIs · REST · Software Development · Information Technology (IT),/jobs/p/tcxGPkjaL8ke-Senior-Full-stack-developer-For-GoalMax-GoalMax-Cairo-Egypt?o=156&l=sp&t=sj&a=front-end|search-v3|hpb,23 days ago
.net web developer,Emaxit -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · ASP.Net · Software Development · Web Development,/jobs/p/TFBgkDhLyBpt-net-web-developer-Emaxit-Giza-Egypt?o=157&l=sp&t=sj&a=front-end|search-v3|hpb,23 days ago
Technical Manager (Java),SSC Egypt -,"Maadi, Cairo, Egypt ",Full TimeManager · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Design · Development · Git · Engineering · Information Technology (IT) · Java,/jobs/p/kzAJFK1iYvWI-Technical-Manager-Java-SSC-Egypt-Cairo-Egypt?o=158&l=sp&t=sj&a=front-end|search-v3|hpb,22 days ago
Wordpress Developer,Emaxit -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · E-Commerce · Magento · WordPress Development,/jobs/p/A8inkBZlcd9s-Wordpress-Developer-Emaxit-Giza-Egypt?o=159&l=sp&t=sj&a=front-end|search-v3|hpb,14 days ago
"Full Stack Developer (.NET core , Angular 8+)",Smart IT -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL,/jobs/p/penCLgvTR6PN-Full-Stack-Developer-NET-core-Angular-8-Smart-IT-Cairo-Egypt?o=160&l=sp&t=sj&a=front-end|search-v3|hpb,19 days ago
Team Leader- Software Developer,nichepharma -,"Sheikh Zayed, Giza, Egypt ",Full TimePart TimeWork From HomeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Software Development · Web Development,/jobs/p/AzQaOKYm4mu3-Team-Leader--Software-Developer-nichepharma-Giza-Egypt?o=161&l=sp&t=sj&a=front-end|search-v3|hpb,14 days ago
Full Stack Developer (PHP),Confidential -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · HTML · Information Technology (IT) · jQuery · Software Development · PHP · SQL,/jobs/p/2UUHLY3mumUD-Full-Stack-Developer-PHP-Cairo-Egypt?o=162&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Digital operations Coordinator,Egypt Gold  -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Other · Operations · Digital Marketing,/jobs/p/wY05NxXEdY7L-Digital-operations-Coordinator-Egypt-Gold-Cairo-Egypt?o=163&l=sp&t=sj&a=front-end|search-v3|hpb,12 days ago
Senior Application Support,Algoriza -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Computer Science · Application Support,/jobs/p/MeGksmAjcaY8-Senior-Application-Support-Algoriza-Cairo-Egypt?o=164&l=sp&t=sj&a=front-end|search-v3|hpb,13 days ago
Sharepoint Developer / Designer,Tafeel -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Computer Science · CSS · HTML5 · Information Technology (IT) · JavaScript,/jobs/p/jO4wIaU0MUEZ-Sharepoint-Developer-Designer-Tafeel-Cairo-Egypt?o=165&l=sp&t=sj&a=front-end|search-v3|hpb,29 days ago
Software Project Manager,National Data Management -,"Hadayek Alahram, Giza, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · males_preferred · IT/Software Development · Computer Science · Project Management · .net core · Angular · Agile · Microsoft SQL Server · Windows Forms · Problem Solving · Design,/jobs/p/lcCN1h97pg5z-Software-Project-Manager-National-Data-Management-Giza-Egypt?o=166&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
Senior PHP Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · PHP · PHP Development · Software Development · Software · Software Engineering,/jobs/p/QwvBg7X41q6h-Senior-PHP-Developer-Perfect-Presentation-Giza-Egypt?o=167&l=sp&t=sj&a=front-end|search-v3|hpb,5 days ago
Senior Java Developer,Agile Technologies  -,"Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · backend · Computer Science · Design · Design Patterns · Development · Information Technology (IT) · Java,/jobs/p/xZhE0QIKM6WO-Senior-Java-Developer-Agile-Technologies-Cairo-Egypt?o=168&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
PHP Full Stack Developer,OctopusPro Pty Ltd -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · CSS · Software Engineering · HTML · SQL,/jobs/p/E4SGVB68rJHc-PHP-Full-Stack-Developer-OctopusPro-Pty-Ltd-Cairo-Egypt?o=169&l=sp&t=sj&a=front-end|search-v3|hpb,12 days ago
Full Stack Developer,Khales -,"Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Agile · Python · API · Java · Web Development · Development · Bootstrap,/jobs/p/X94ykOAWiSr9-Full-Stack-Developer-Khales-Giza-Egypt?o=170&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Python Developer,OdooTec -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · MVC · Information Technology (IT) · Computer Science · Python · Software Development · CSS · Design,/jobs/p/KSVJ4un64xm6-Python-Developer-OdooTec-Cairo-Egypt?o=171&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior .Net Developer,egabi solutions -,"Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · ASP.NET · .NET · javaScript · jQuery · SQL · HTML · CSS,/jobs/p/wcRmnzP194lX-Senior-Net-Developer-egabi-solutions-Cairo-Egypt?o=172&l=sp&t=sj&a=front-end|search-v3|hpb,13 days ago
Senior Javascript Developer,Longman Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · HTML · JavaScript · RESTful · React · Git · Software Development,/jobs/p/Aak4E2C9MiWa-Senior-Javascript-Developer-Longman-Egypt-Giza-Egypt?o=173&l=sp&t=sj&a=front-end|search-v3|hpb,21 days ago
Senior Vue Developer,Our Education -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · CSS · javaScript · HTML5 · Vue · CSS3 · React · SASS,/jobs/p/Ufq2BDnngHXV-Senior-Vue-Developer-Our-Education-Cairo-Egypt?o=174&l=sp&t=sj&a=front-end|search-v3|hpb,22 days ago
React Native Developer,Bright Creations -,"Smart Village, Giza, Egypt ",Full TimeFreelance / ProjectExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · React Native · JavaScript · Typescript · Software Development · Mobile Development · Development · Engineering,/jobs/p/OwpzvhfVnry5-React-Native-Developer-Bright-Creations-Giza-Egypt?o=175&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Web Developer,PAFT -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Computer Science · Full Stack · Information Technology (IT) · Web Development · SQL · Software Development,/jobs/p/F0gpg7EF7r5x-Web-Developer-PAFT-Giza-Egypt?o=176&l=sp&t=sj&a=front-end|search-v3|hpb,22 days ago
Kotlin Developer - FinTech,Bright Creations -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Kotlin · Java · APIs · Engineering · RESTful · RESTful APIs · Software · Software Development,/jobs/p/tD1HfvrFFkiV-Kotlin-Developer---FinTech-Bright-Creations-Giza-Egypt?o=177&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior React Native Developer,Our Education -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · javaScript · React Native · Android · React · Computer Science,/jobs/p/d5VlLIMNVvhi-Senior-React-Native-Developer-Our-Education-Cairo-Egypt?o=178&l=sp&t=sj&a=front-end|search-v3|hpb,20 days ago
.NET Developer,Bydotpy -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · .Net · ASP,/jobs/p/3VoQ50mXmCxF-NET-Developer-Bydotpy-Cairo-Egypt?o=179&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Backend Developer,The stock -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Computer Science · PHP · Laravel · Git · Software Engineering · MySQL · Information Technology (IT),/jobs/p/FdzPxuOi3qzV-Backend-Developer-The-stock-Giza-Egypt?o=180&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
.Net Technical Lead,ArabDT -,"Cairo, Egypt ",Full TimeManager · 9+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · Agile · .Net · Design · Engineering · Git · Information Technology (IT),/jobs/p/Si1316siPZxm-Net-Technical-Lead-ArabDT-Cairo-Egypt?o=181&l=sp&t=sj&a=front-end|search-v3|hpb,29 days ago
Net.developer,Euruq AlSahra -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · ASP.Net · HTML5,/jobs/p/X4Tijn2KEjt8-Netdeveloper-Euruq-AlSahra-Cairo-Egypt?o=182&l=sp&t=sj&a=front-end|search-v3|hpb,27 days ago
Full Stack .NET Developer,"Nile Bits, LLC -","6th of October, Giza, Egypt ",Full TimeWork From HomeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · ASP.Net · JavaScript · MVC · .Net,/jobs/p/ZKvwb6ndcZDi-Full-Stack-NET-Developer-Nile-Bits-LLC-Giza-Egypt?o=183&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
PHP Engineering Manager,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Mobile Development · Software Development · Android SDK · Android Studio · Computer Science · Information Technology (IT) · Engineering,/jobs/p/4AjPZuj0ucSs-PHP-Engineering-Manager-Cairo-Egypt?o=184&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
PHP Team Coach,The Translation Gate -,"Maadi, Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CodeIgniter · Computer Science · PHP · MVC · MySQL · JavaScript · Software Development · Engineering,/jobs/p/A7IQSI38OlwH-PHP-Team-Coach-The-Translation-Gate-Cairo-Egypt?o=185&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Junior Software Developer,Amriya Pharmaceutical Industries -,"Ameria, Alexandria, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software Development,/jobs/p/6mxsu38sp272-Junior-Software-Developer-Amriya-Pharmaceutical-Industries-Alexandria-Egypt?o=186&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Full Stack Software Engineer,Callvita -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Computer Science · Computer Engineering · javaScript · Software · Engineering · Git · Agile,/jobs/p/3Ff150HjKnZW-Full-Stack-Software-Engineer-Callvita-Cairo-Egypt?o=187&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Full Stack Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · HTML5 · HTML · MVC · Software Development · Information Technology (IT) · Computer Science,/jobs/p/Wfs7lLoBbtF6-Senior-Full-Stack-Developer-Perfect-Presentation-Giza-Egypt?o=188&l=sp&t=sj&a=front-end|search-v3|hpb,27 days ago
Senior Laravel Developer (Work from office),Storage it Solutions -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · senior · developer · Laravel · laravel developer · Design · HTML,/jobs/p/hCPotzZIZr1I-Senior-Laravel-Developer-Work-from-office-Storage-it-Solutions-Cairo-Egypt?o=189&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Mobile Developer - Flutter (FinTech),Bright Creations -,"Smart Village, Giza, Egypt ",Full TimeFreelance / ProjectExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Mobile Development · Mobile Developing · Flutter · iOS Development · Android Development · API · APIs · Computer Science,/jobs/p/aEKqRSyHO0yH-Senior-Mobile-Developer---Flutter-FinTech-Bright-Creations-Giza-Egypt?o=190&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
PHP Engineering Lead,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Mobile Development · Software Development · Android SDK · Android Studio · Computer Science · Information Technology (IT) · Engineering,/jobs/p/WNHgiT6psVVI-PHP-Engineering-Lead-Cairo-Egypt?o=191&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Database Administrator,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Database · Database Administrator · DBA · Computer Science · Data Backup · Database Design · Information Technology (IT),/jobs/p/Q2sdpR9GvVJC-Database-Administrator-Perfect-Presentation-Giza-Egypt?o=192&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Web Designer,Smartpan -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · CSS · Computer Science · Adobe Photoshop · Adobe illustrator · Graphic Design · Design · HTML,/jobs/p/Z6wYvjZYLyHn-Web-Designer-Smartpan-Cairo-Egypt?o=193&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
PHP Developer,Mishkat Nour -,"Port Said, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · Computer Science · Programming · Programming Languages · Larvel · Design · Software Engineering · Software Development,/jobs/p/Ayzj8Qaqmokz-PHP-Developer-Mishkat-Nour-Port-Said-Egypt?o=194&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior iOS Developer,Sarmady -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · Software Development · REST · JSON · Objective-C · Information Technology (IT) · Engineering · Swift,/jobs/p/ONPau9dDceje-Senior-iOS-Developer-Sarmady-Giza-Egypt?o=195&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Software Manager,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Computer Science · Information Technology (IT) · Software Development · software manager · Software,/jobs/p/PAMwhqSG89VD-Software-Manager-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt?o=196&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
